Date,HD_MPU_decay,HD_D_Key_Rate,HD_Inflation,HD_GVA_YoY
2019-05-01,-0.09221109403985808,-0.0949423219671743,-0.09053838877888593,0.09831709855260821
2019-06-01,-0.2525872420829809,-0.1632336437580487,-0.2938805878221124,0.33584139545732616
2019-07-01,-0.42023503677187346,-0.17177876478762477,-0.5356964771212815,0.7128177129643083
2019-08-01,-0.5166672881700707,-0.09441285808605922,-0.7061064259701835,1.1598112725601748
2019-09-01,-0.6022322562711079,-0.07102116907358338,-0.8190957837013524,1.6845681696334203
2019-10-01,-0.5964252652918889,0.04452105699169432,-0.8205883972001885,2.1704161346659334
2019-11-01,-0.7005709928825962,-0.051525490381388865,-0.8647335129217162,2.7521296089588914
2019-12-01,-0.7432652356581122,0.032627597905033806,-0.888281043372376,3.2979705056593445
2021-01-01,-0.6747301193878331,0.15049811287279852,-0.7572070386997792,3.7216082387421614
2021-02-01,-0.4035807112876494,0.36595749496511204,-0.366157199302034,3.8266944845699764
2021-03-01,-0.24713868937698874,0.24968753797994392,0.0164667597752316,3.7825884808324135
2021-04-01,-0.19434685478817407,0.14364724168180792,0.2329545611604447,3.6258184834151823
2021-05-01,-0.23752959379538463,0.01690305800208003,0.2888992283657298,3.4539744263382
2021-06-01,-0.24385361783769505,0.0205935786999666,0.30450679164522443,3.228547332326453
2021-07-01,-0.2542154219205034,-0.017269778277921612,0.3062921452843825,3.0028680244987993
2021-08-01,-0.43409897314409124,-0.21085796458023737,0.11569193596501484,2.966038980851577
2021-09-01,-0.5045313797611864,-0.10832168232529345,-0.06603756031432315,2.9562334789775377
2021-10-01,-0.4997457329932815,-0.04521363824953316,-0.12401148115331981,2.967845706498067
2021-11-01,-0.563776058589879,-0.10715285526956193,-0.21383394045894866,3.0803113369222355
2021-12-01,-0.5296034501502123,0.008944393594195162,-0.23213179521226093,3.1489337575672773
2022-01-01,-0.4768217789990269,0.03383032361444924,-0.17108535623245363,3.1934082171039684
2022-02-01,-0.23790869873718468,0.2391484514742832,0.08896476455687713,2.9967545225740078
2022-04-01,0.06202209041542333,0.3046729871845087,0.509433618896213,2.5504711835051017
2022-05-01,-0.2048062381539391,-0.27444328337574886,0.40073916988089536,2.444691933087311
2022-12-01,-0.3021510307639342,-0.10169396817901362,0.1660320848804788,2.2988532318088555
2023-01-01,0.02955274150012763,0.29433516917498764,0.4213053863568421,1.8417142688479788
2023-02-01,-0.12856817628500342,-0.21339559798237817,0.385194088455348,1.7171474935887339
2023-03-01,-0.2717858198523806,-0.16686954115772681,0.11600605801264327,1.6635190051612592
2023-04-01,-0.423607489952213,-0.20105305151049563,-0.13807005325305274,1.7733115268056865
2023-05-01,-0.39908095314522085,-0.016094051612258523,-0.2316527456418728,1.8566439885997879
2023-06-01,-0.28746222556140044,0.0802744906439515,-0.136161737151587,1.8667223659741137
2023-07-01,0.19462038250224636,0.48613347993344735,0.36905986943594504,1.430036038130451
2023-08-01,0.4509810343430565,0.2638998592573779,0.8576444871270924,0.8641096440331119
2023-09-01,-0.04341205649139244,-0.4937005743165321,0.5002746601261291,0.812098433822083
2023-10-01,-0.38528144753833604,-0.36359952326045186,-0.07986581952892553,0.882334568631727
2023-11-01,-0.350717418574871,-0.04094364087614707,-0.2458835357415255,0.9205173233873412
2023-12-01,-0.03108351503712227,0.2546382959155533,0.02851195144324171,0.731439761754507
2024-01-01,-0.8650587041102928,-0.8974699890726059,-0.6793120278228676,1.5795524524170435
2024-02-01,-1.1473346014262313,-0.273954070326484,-1.3947615484578932,2.3981254575733963
2024-03-01,-0.960583838272112,0.16536599519241596,-1.3360995849729556,3.07774916660233
2024-04-01,-0.7182926684385322,0.2828695143158893,-0.9927093128229724,3.622559503448952
2024-05-01,-0.17696772221886367,0.6571002906754313,-0.26955374239548113,3.587666053918525
2024-06-01,0.5394172598309345,0.8554010080889495,0.8144974484338305,2.8590850257060585
2024-07-01,1.5226855328291697,1.1311116682268454,2.2378935431384446,1.1700593343476542
2024-08-01,0.5300667173455683,-0.9489236288895782,1.828531799597753,0.6775046377438467
2024-09-01,0.5618703037303734,0.06948172119329472,1.3656210213061728,-0.3881085199078869
2024-10-01,0.585293049024406,-0.1417394340866654,1.362737928834154,-1.2854036425706794
2024-11-01,1.3557315207834137,0.6222055763796875,1.9868666467596385,-2.9484682197373644
2024-12-01,1.289154169218251,-0.2602972789483873,2.1142420159394493,-4.081323450410637
2025-01-01,1.1688682211421892,-0.2688775556241776,1.7686311623813626,-5.151855729007647
2025-02-01,1.1215847966908719,-0.2610239968322137,1.5011145529800347,-6.133591862713776
2025-03-01,0.9481472693818656,-0.40468871443521354,1.0722654846818624,-6.7123714928252145
2025-04-01,0.8720675937595028,-0.283904390429903,0.6823727429545589,-7.11435829746448
2025-05-01,0.9830616506737427,-0.07015159975007361,0.5470038479478223,-7.4797272704095175
2025-06-01,0.532208298199195,-0.6122306193131785,-0.0061640174939568875,-7.21502842945638
2025-07-01,0.36899844559179673,-0.2626028651259868,-0.5198431386155646,-6.865921151022367
2025-08-01,0.11969584247871481,-0.3555492129224059,-0.9061557235238954,-6.217069265979765
2025-10-01,0.4488748839881221,0.29504206806883604,-0.7637872107818301,-5.906351743299371
