Date,HD_MPU_decay,HD_Key_Rate,HD_Inflation,HD_GVA_YoY
2019-04-01,-0.0324391417792871,-0.02296177746380021,-0.050095047269422474,0.020801428777744938
2019-05-01,-0.09373831793723435,-0.08571842112832428,-0.1275600579387633,0.06266673368534711
2019-06-01,-0.20215598975716798,-0.22111268429392333,-0.252377217495889,0.13317140597479143
2019-07-01,-0.33689558693757343,-0.4455413684116163,-0.37981103383481146,0.2153988498262677
2019-08-01,-0.3880036701834363,-0.7000546770536736,-0.34648586416715826,0.23229261775456483
2019-09-01,-0.4254681924672692,-0.9834348296433023,-0.32673763099102743,0.2210520788758824
2019-10-01,-0.4158725097233689,-1.2494034901747855,-0.2742090393849263,0.18730529669513574
2019-11-01,-0.5532380928165085,-1.5919519184724324,-0.5052278720037063,0.27799213896764013
2019-12-01,-0.5689691370776113,-1.8921241397396569,-0.5068798071073239,0.3596336795571894
2021-01-01,-0.5333962031372973,-2.129152721826125,-0.46525538247236126,0.4502343039135874
2021-02-01,-0.4439138819369067,-2.2595266570408516,-0.38797675828802675,0.5590097400140344
2021-03-01,-0.2872610832946209,-2.231586211675281,-0.2578367185963206,0.6867011482311267
2021-04-01,-0.27352872284662494,-2.1476474970203827,-0.4019568819589372,0.9698096597118173
2021-05-01,-0.4005293452829631,-2.09028791707869,-0.7006176149869556,1.4178954043609888
2021-06-01,-0.44766617519806257,-2.010998070904396,-0.7393550187076154,1.8480826123456784
2021-07-01,-0.39111578806521424,-1.8812068827341968,-0.5616260008332432,2.1647040703015272
2021-08-01,-0.4572949292482072,-1.8176631229747922,-0.5925154454843303,2.477266350013936
2021-09-01,-0.5140795642518119,-1.8031585910300367,-0.5598527930172248,2.7198432467217666
2021-10-01,-0.4561609831964662,-1.7706271620917402,-0.3304327843671221,2.8076213332697497
2021-11-01,-0.42595790305307646,-1.7565576705949029,-0.20407268187660088,2.8253982245567313
2021-12-01,-0.39190341025004405,-1.7430514526682919,-0.10696220450910993,2.7921982844444564
2022-01-01,-0.2843248096650771,-1.6706924065275048,0.07208239047193009,2.685397673994166
2022-02-01,-0.11998032362161652,-1.5004079732216349,0.27570167349522884,2.5277531332344383
2022-04-01,1.0548867441327752,-0.5119829384175533,1.970400543936159,1.7293754948861246
2022-05-01,0.33858594643100076,-0.14707977145455506,0.17270972343116078,2.092025118996494
2022-12-01,-0.08403989713985754,0.10533895402626633,-0.5015858992159458,2.5260249004970188
2023-01-01,0.37372521556382143,0.6887059646774489,0.49361801285269247,2.2883802689270634
2023-02-01,0.6910922194761305,1.3470829099315285,0.9797860496162916,1.8123639502564646
2023-03-01,0.9323005440761606,2.0831988887028374,1.2139025424266465,1.2229448805310232
2023-04-01,0.7957343989651031,2.6151433954594387,0.8440084054923228,0.895774307544273
2023-05-01,0.7736109339373713,3.0788769068981727,0.8353091174667675,0.4999182759807258
2023-06-01,0.7989125559289436,3.4437053426893187,0.9659009774772565,0.034438921335341766
2023-07-01,1.19277135814251,4.018934757258508,1.6184398050412536,-0.9237905153435781
2023-08-01,1.3975925531703226,4.55700114563137,1.7874050692524914,-1.7533300711239592
2023-09-01,1.0553671895612862,4.750595458701261,1.0748798918876072,-2.1517515177618334
2023-10-01,0.6396959675138136,4.6150707287576225,0.5270672668084272,-2.350032759873268
2023-11-01,0.6728898029081237,4.428198624015957,0.8937066403983848,-2.7621448057108773
2023-12-01,0.7536087939989208,4.2241537976393255,1.1562943655208935,-3.447174424670457
2024-01-01,-0.2401911312785097,3.2978986236058643,-0.4335088430393465,-3.6264650512578993
2024-02-01,-0.6276001652593023,2.1811194113305277,-0.6182081923072548,-3.9881558363321483
2024-03-01,-0.6049269677184548,1.0293776072305707,-0.2073663526714948,-4.558157661005471
2024-04-01,-0.5873584547311189,-0.08273787097313168,-0.14821038104113732,-5.2363831366877065
2024-05-01,-0.28403255943903744,-0.889983377394847,0.12455009842484595,-5.907239274452283
2024-06-01,0.17262487265972154,-1.2800593011835233,0.3699899548124711,-6.273572121969062
2024-07-01,0.9018858012839023,-0.9683606487033566,0.7986950734596275,-6.454335782835521
2024-08-01,-0.16840044208431026,-1.2308244869892766,-1.7706156368814117,-5.082630889856203
2024-09-01,-0.15179316495219838,-1.1145504205781078,-1.724380340839194,-3.802827872994791
2024-10-01,-0.16499001600616936,-0.9605897736134326,-1.6226051391965592,-2.466346418062119
2024-11-01,0.6132276326009887,-0.5672707060360627,0.07085253529095788,-0.5826386554682734
2024-12-01,0.3131401999632345,0.09530551261447194,-0.7492725877468515,-0.11684467931579812
2025-01-01,0.1859681358888109,0.7109653548049586,-0.8998617193138685,0.3263585247883337
2025-02-01,0.17542760325589338,1.012470915819577,-0.49049638133021767,1.3421217386771294
2025-03-01,0.06315648368498693,1.144970998390199,-0.24155525899574426,2.0707192597116686
2025-04-01,0.09510991449710728,1.2037257108178951,0.25056116011812535,2.4070971631306226
2025-05-01,0.308362488607522,1.4042257920685375,0.8278703114328018,1.9784384079107258
2025-06-01,-0.09327991248516018,1.1756777591674346,0.28125731039933255,1.8260843683363834
2025-07-01,-0.23558928255358383,0.8222721912828633,0.31906167730267426,1.5168388518608746
2025-08-01,-0.5819704826600839,0.04136281945898955,0.08888908697038096,1.6551059571995321
2025-10-01,-0.11060431959302909,-0.3739420854069941,1.1223150848906682,1.1361023148709068
